,GAME_ID,EVENTNUM,EVENTMSGTYPE,PERSON1TYPE,TIMEOUT_TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION
16650,21900491,244,9,3.0,1610612737,Atlanta Hawks,ATL
16679,21900491,290,9,3.0,1610612737,Atlanta Hawks,ATL
16748,21900491,397,9,2.0,1610612753,Orlando Magic,ORL
16794,21900491,462,9,3.0,1610612737,Atlanta Hawks,ATL
16826,21900491,513,9,3.0,1610612737,Atlanta Hawks,ATL
16844,21900491,543,9,2.0,1610612753,Orlando Magic,ORL
16916,21900491,640,9,3.0,1610612737,Atlanta Hawks,ATL
16929,21900491,661,9,2.0,1610612753,Orlando Magic,ORL
16933,21900491,668,9,3.0,1610612737,Atlanta Hawks,ATL
16941,21900491,681,9,2.0,1610612753,Orlando Magic,ORL
16977,21900477,40,9,3.0,1610612737,Atlanta Hawks,ATL
17017,21900477,100,9,2.0,1610612741,Chicago Bulls,CHI
17079,21900477,191,9,3.0,1610612737,Atlanta Hawks,ATL
17127,21900477,263,9,2.0,1610612741,Chicago Bulls,CHI
17195,21900477,360,9,3.0,1610612737,Atlanta Hawks,ATL
17260,21900477,446,9,2.0,1610612741,Chicago Bulls,CHI
17341,21900477,580,9,3.0,1610612737,Atlanta Hawks,ATL
17351,21900477,595,9,2.0,1610612741,Chicago Bulls,CHI
17434,21900469,35,9,2.0,1610612737,Atlanta Hawks,ATL
17467,21900469,83,9,2.0,1610612737,Atlanta Hawks,ATL
17554,21900469,219,9,2.0,1610612737,Atlanta Hawks,ATL
17606,21900469,288,9,3.0,1610612749,Milwaukee Bucks,MIL
17672,21900469,395,9,2.0,1610612737,Atlanta Hawks,ATL
17727,21900469,482,9,3.0,1610612749,Milwaukee Bucks,MIL
17746,21900469,509,9,3.0,1610612749,Milwaukee Bucks,MIL
17785,21900469,566,9,2.0,1610612737,Atlanta Hawks,ATL
17806,21900469,601,9,3.0,1610612749,Milwaukee Bucks,MIL
17939,21900444,83,9,2.0,1610612739,Cleveland Cavaliers,CLE
17963,21900444,118,9,3.0,1610612737,Atlanta Hawks,ATL
18019,21900444,202,9,2.0,1610612739,Cleveland Cavaliers,CLE
18087,21900444,296,9,3.0,1610612737,Atlanta Hawks,ATL
18155,21900444,397,9,2.0,1610612739,Cleveland Cavaliers,CLE
18202,21900444,467,9,3.0,1610612737,Atlanta Hawks,ATL
18272,21900444,571,9,3.0,1610612737,Atlanta Hawks,ATL
18296,21900444,606,9,3.0,1610612737,Atlanta Hawks,ATL
18328,21900444,651,9,2.0,1610612739,Cleveland Cavaliers,CLE
18345,21900444,674,9,3.0,1610612737,Atlanta Hawks,ATL
18391,21900431,57,9,2.0,1610612751,Brooklyn Nets,BKN
18405,21900431,75,9,3.0,1610612737,Atlanta Hawks,ATL
18530,21900431,253,9,2.0,1610612751,Brooklyn Nets,BKN
18566,21900431,301,9,3.0,1610612737,Atlanta Hawks,ATL
18633,21900431,399,9,3.0,1610612737,Atlanta Hawks,ATL
18683,21900431,504,9,2.0,1610612751,Brooklyn Nets,BKN
18718,21900431,519,9,3.0,1610612737,Atlanta Hawks,ATL
18778,21900431,601,9,3.0,1610612737,Atlanta Hawks,ATL
18812,21900431,648,9,2.0,1610612751,Brooklyn Nets,BKN
18832,21900431,671,9,3.0,1610612737,Atlanta Hawks,ATL
18835,21900431,675,9,2.0,1610612751,Brooklyn Nets,BKN
18868,21900431,717,9,2.0,1610612751,Brooklyn Nets,BKN
18942,21900416,69,9,2.0,1610612737,Atlanta Hawks,ATL
18992,21900416,138,9,2.0,1610612737,Atlanta Hawks,ATL
19038,21900416,204,9,3.0,1610612762,Utah Jazz,UTA
19097,21900416,288,9,2.0,1610612737,Atlanta Hawks,ATL
19165,21900416,389,9,2.0,1610612737,Atlanta Hawks,ATL
19193,21900416,429,9,3.0,1610612762,Utah Jazz,UTA
19236,21900416,489,9,3.0,1610612762,Utah Jazz,UTA
19282,21900416,557,9,3.0,1610612762,Utah Jazz,UTA
19319,21900416,604,9,3.0,1610612762,Utah Jazz,UTA
19343,21900416,638,9,2.0,1610612737,Atlanta Hawks,ATL
19375,21900416,682,9,2.0,1610612737,Atlanta Hawks,ATL
19384,21900416,694,9,2.0,1610612737,Atlanta Hawks,ATL
19442,21900403,68,9,2.0,1610612752,New York Knicks,NYK
19495,21900403,143,9,3.0,1610612737,Atlanta Hawks,ATL
19542,21900403,214,9,3.0,1610612737,Atlanta Hawks,ATL
19568,21900403,251,9,2.0,1610612752,New York Knicks,NYK
19613,21900403,321,9,3.0,1610612737,Atlanta Hawks,ATL
19687,21900403,435,9,2.0,1610612752,New York Knicks,NYK
19698,21900403,450,9,2.0,1610612752,New York Knicks,NYK
19782,21900403,612,9,3.0,1610612737,Atlanta Hawks,ATL
19810,21900403,654,9,2.0,1610612752,New York Knicks,NYK
19842,21900403,698,9,2.0,1610612752,New York Knicks,NYK
19931,21900390,75,9,2.0,1610612737,Atlanta Hawks,ATL
19962,21900390,119,9,3.0,1610612747,Los Angeles Lakers,LAL
20015,21900390,200,9,2.0,1610612737,Atlanta Hawks,ATL
20056,21900390,263,9,2.0,1610612737,Atlanta Hawks,ATL
20159,21900390,422,9,3.0,1610612747,Los Angeles Lakers,LAL
20194,21900390,472,9,2.0,1610612737,Atlanta Hawks,ATL
20216,21900390,501,9,3.0,1610612747,Los Angeles Lakers,LAL
20257,21900390,557,9,3.0,1610612747,Los Angeles Lakers,LAL
20293,21900390,613,9,2.0,1610612737,Atlanta Hawks,ATL
20354,21900390,697,9,3.0,1610612747,Los Angeles Lakers,LAL
20374,21900390,726,9,2.0,1610612737,Atlanta Hawks,ATL
20382,21900390,740,9,3.0,1610612747,Los Angeles Lakers,LAL
20393,21900390,755,9,2.0,1610612737,Atlanta Hawks,ATL
20400,21900390,768,9,2.0,1610612737,Atlanta Hawks,ATL
20447,21900373,63,9,2.0,1610612737,Atlanta Hawks,ATL
20487,21900373,115,9,2.0,1610612737,Atlanta Hawks,ATL
20553,21900373,202,9,2.0,1610612737,Atlanta Hawks,ATL
20601,21900373,270,9,3.0,1610612754,Indiana Pacers,IND
20637,21900373,322,9,2.0,1610612737,Atlanta Hawks,ATL
20696,21900373,419,9,2.0,1610612737,Atlanta Hawks,ATL
20720,21900373,454,9,3.0,1610612754,Indiana Pacers,IND
20735,21900373,472,9,3.0,1610612754,Indiana Pacers,IND
20819,21900373,602,9,2.0,1610612737,Atlanta Hawks,ATL
20839,21900373,628,9,3.0,1610612754,Indiana Pacers,IND
20853,21900373,645,9,3.0,1610612754,Indiana Pacers,IND
20875,21900373,678,9,2.0,1610612737,Atlanta Hawks,ATL
20933,21900361,67,9,2.0,1610612741,Chicago Bulls,CHI
20979,21900361,137,9,3.0,1610612737,Atlanta Hawks,ATL
21050,21900361,243,9,2.0,1610612741,Chicago Bulls,CHI
21099,21900361,313,9,3.0,1610612737,Atlanta Hawks,ATL
21150,21900361,393,9,3.0,1610612737,Atlanta Hawks,ATL
21177,21900361,429,9,3.0,1610612737,Atlanta Hawks,ATL
21206,21900361,471,9,3.0,1610612737,Atlanta Hawks,ATL
21250,21900361,541,9,3.0,1610612737,Atlanta Hawks,ATL
21296,21900361,614,9,3.0,1610612737,Atlanta Hawks,ATL
21302,21900361,627,9,2.0,1610612741,Chicago Bulls,CHI
21391,21900354,30,9,3.0,1610612737,Atlanta Hawks,ATL
21419,21900354,74,9,3.0,1610612737,Atlanta Hawks,ATL
21429,21900354,90,9,2.0,1610612748,Miami Heat,MIA
21511,21900354,216,9,2.0,1610612748,Miami Heat,MIA
21570,21900354,303,9,3.0,1610612737,Atlanta Hawks,ATL
21634,21900354,408,9,3.0,1610612737,Atlanta Hawks,ATL
21688,21900354,484,9,2.0,1610612748,Miami Heat,MIA
21721,21900354,531,9,2.0,1610612748,Miami Heat,MIA
21771,21900354,605,9,3.0,1610612737,Atlanta Hawks,ATL
21782,21900354,622,9,2.0,1610612748,Miami Heat,MIA
21809,21900354,660,9,2.0,1610612748,Miami Heat,MIA
21816,21900354,672,9,3.0,1610612737,Atlanta Hawks,ATL
21837,21900354,712,9,3.0,1610612737,Atlanta Hawks,ATL
21923,21900336,54,9,2.0,1610612766,Charlotte Hornets,CHA
21964,21900336,113,9,3.0,1610612737,Atlanta Hawks,ATL
22024,21900336,208,9,2.0,1610612766,Charlotte Hornets,CHA
22090,21900336,307,9,3.0,1610612737,Atlanta Hawks,ATL
22157,21900336,407,9,3.0,1610612737,Atlanta Hawks,ATL
22190,21900336,453,9,2.0,1610612766,Charlotte Hornets,CHA
22257,21900336,560,9,2.0,1610612766,Charlotte Hornets,CHA
22289,21900336,602,9,3.0,1610612737,Atlanta Hawks,ATL
22323,21900336,650,9,3.0,1610612737,Atlanta Hawks,ATL
22384,21900309,34,9,3.0,1610612751,Brooklyn Nets,BKN
22450,21900309,128,9,2.0,1610612737,Atlanta Hawks,ATL
22495,21900309,194,9,2.0,1610612737,Atlanta Hawks,ATL
22545,21900309,256,9,2.0,1610612737,Atlanta Hawks,ATL
22579,21900309,310,9,3.0,1610612751,Brooklyn Nets,BKN
22639,21900309,410,9,2.0,1610612737,Atlanta Hawks,ATL
22678,21900309,465,9,2.0,1610612737,Atlanta Hawks,ATL
22711,21900309,514,9,3.0,1610612751,Brooklyn Nets,BKN
22754,21900309,582,9,3.0,1610612751,Brooklyn Nets,BKN
22769,21900309,605,9,3.0,1610612751,Brooklyn Nets,BKN
22775,21900309,611,9,2.0,1610612737,Atlanta Hawks,ATL
22787,21900309,630,9,2.0,1610612737,Atlanta Hawks,ATL
22895,21900295,71,9,2.0,1610612737,Atlanta Hawks,ATL
22918,21900295,105,9,3.0,1610612744,Golden State Warriors,GSW
22974,21900295,182,9,3.0,1610612744,Golden State Warriors,GSW
22999,21900295,217,9,3.0,1610612744,Golden State Warriors,GSW
23123,21900295,402,9,3.0,1610612744,Golden State Warriors,GSW
23150,21900295,444,9,2.0,1610612737,Atlanta Hawks,ATL
23177,21900295,482,9,3.0,1610612744,Golden State Warriors,GSW
23232,21900295,569,9,2.0,1610612737,Atlanta Hawks,ATL
23242,21900295,583,9,2.0,1610612737,Atlanta Hawks,ATL
23265,21900295,619,9,2.0,1610612737,Atlanta Hawks,ATL
23314,21900282,37,9,3.0,1610612737,Atlanta Hawks,ATL
23332,21900282,69,9,2.0,1610612745,Houston Rockets,HOU
23427,21900282,201,9,3.0,1610612737,Atlanta Hawks,ATL
23461,21900282,256,9,3.0,1610612737,Atlanta Hawks,ATL
23513,21900282,333,9,2.0,1610612745,Houston Rockets,HOU
23560,21900282,403,9,3.0,1610612737,Atlanta Hawks,ATL
23621,21900282,490,9,3.0,1610612737,Atlanta Hawks,ATL
23689,21900282,595,9,3.0,1610612737,Atlanta Hawks,ATL
23740,21900282,667,9,2.0,1610612745,Houston Rockets,HOU
23824,21900272,59,9,2.0,1610612754,Indiana Pacers,IND
23863,21900272,110,9,3.0,1610612737,Atlanta Hawks,ATL
23919,21900272,196,9,3.0,1610612737,Atlanta Hawks,ATL
23960,21900272,258,9,2.0,1610612754,Indiana Pacers,IND
24044,21900272,379,9,3.0,1610612737,Atlanta Hawks,ATL
24110,21900272,471,9,2.0,1610612754,Indiana Pacers,IND
24171,21900272,570,9,2.0,1610612754,Indiana Pacers,IND
24180,21900272,586,9,3.0,1610612737,Atlanta Hawks,ATL
24195,21900272,604,9,2.0,1610612754,Indiana Pacers,IND
24234,21900272,656,9,2.0,1610612754,Indiana Pacers,IND
24237,21900272,661,9,2.0,1610612754,Indiana Pacers,IND
24263,21900272,703,9,3.0,1610612737,Atlanta Hawks,ATL
24275,21900272,720,9,2.0,1610612754,Indiana Pacers,IND
24287,21900272,737,9,3.0,1610612737,Atlanta Hawks,ATL
24327,21900261,52,9,3.0,1610612737,Atlanta Hawks,ATL
24349,21900261,85,9,2.0,1610612749,Milwaukee Bucks,MIL
24374,21900261,122,9,3.0,1610612737,Atlanta Hawks,ATL
24469,21900261,262,9,2.0,1610612749,Milwaukee Bucks,MIL
24505,21900261,316,9,3.0,1610612737,Atlanta Hawks,ATL
24571,21900261,419,9,2.0,1610612749,Milwaukee Bucks,MIL
24622,21900261,495,9,2.0,1610612749,Milwaukee Bucks,MIL
24727,21900261,645,9,2.0,1610612749,Milwaukee Bucks,MIL
24746,21900261,677,9,3.0,1610612737,Atlanta Hawks,ATL
24760,21900261,698,9,2.0,1610612749,Milwaukee Bucks,MIL
24829,21900243,33,9,2.0,1610612737,Atlanta Hawks,ATL
24888,21900243,123,9,3.0,1610612750,Minnesota Timberwolves,MIN
24960,21900243,234,9,3.0,1610612750,Minnesota Timberwolves,MIN
24993,21900243,289,9,3.0,1610612750,Minnesota Timberwolves,MIN
25086,21900243,421,9,2.0,1610612737,Atlanta Hawks,ATL
25164,21900243,528,9,3.0,1610612750,Minnesota Timberwolves,MIN
25197,21900243,584,9,3.0,1610612750,Minnesota Timberwolves,MIN
25221,21900243,617,9,2.0,1610612737,Atlanta Hawks,ATL
25283,21900243,704,9,2.0,1610612737,Atlanta Hawks,ATL
25316,21900243,752,9,2.0,1610612737,Atlanta Hawks,ATL
25389,21900228,77,9,2.0,1610612737,Atlanta Hawks,ATL
25412,21900228,114,9,3.0,1610612761,Toronto Raptors,TOR
25467,21900228,196,9,3.0,1610612761,Toronto Raptors,TOR
25541,21900228,306,9,2.0,1610612737,Atlanta Hawks,ATL
25572,21900228,353,9,2.0,1610612737,Atlanta Hawks,ATL
25590,21900228,381,9,3.0,1610612761,Toronto Raptors,TOR
25619,21900228,422,9,2.0,1610612737,Atlanta Hawks,ATL
25721,21900228,573,9,2.0,1610612737,Atlanta Hawks,ATL
25750,21900228,615,9,2.0,1610612737,Atlanta Hawks,ATL
25779,21900228,654,9,3.0,1610612761,Toronto Raptors,TOR
25793,21900228,674,9,2.0,1610612737,Atlanta Hawks,ATL
25823,21900215,32,9,2.0,1610612765,Detroit Pistons,DET
25855,21900215,78,9,3.0,1610612737,Atlanta Hawks,ATL
25956,21900215,233,9,2.0,1610612765,Detroit Pistons,DET
25989,21900215,280,9,3.0,1610612737,Atlanta Hawks,ATL
26047,21900215,377,9,3.0,1610612737,Atlanta Hawks,ATL
26090,21900215,442,9,2.0,1610612765,Detroit Pistons,DET
26144,21900215,536,9,3.0,1610612737,Atlanta Hawks,ATL
26181,21900215,589,9,2.0,1610612765,Detroit Pistons,DET
26213,21900215,641,9,3.0,1610612737,Atlanta Hawks,ATL
26255,21900204,23,9,2.0,1610612737,Atlanta Hawks,ATL
26283,21900204,62,9,3.0,1610612749,Milwaukee Bucks,MIL
26402,21900204,239,9,2.0,1610612737,Atlanta Hawks,ATL
26459,21900204,332,9,3.0,1610612749,Milwaukee Bucks,MIL
26511,21900204,415,9,2.0,1610612737,Atlanta Hawks,ATL
26556,21900204,479,9,3.0,1610612749,Milwaukee Bucks,MIL
26645,21900204,608,9,2.0,1610612737,Atlanta Hawks,ATL
26706,21900204,697,9,2.0,1610612737,Atlanta Hawks,ATL
26727,21900204,730,9,3.0,1610612749,Milwaukee Bucks,MIL
26743,21900204,754,9,3.0,1610612749,Milwaukee Bucks,MIL
26757,21900204,775,9,2.0,1610612737,Atlanta Hawks,ATL
26808,21900188,36,9,3.0,1610612737,Atlanta Hawks,ATL
26850,21900188,100,9,3.0,1610612737,Atlanta Hawks,ATL
26871,21900188,131,9,2.0,1610612747,Los Angeles Lakers,LAL
26936,21900188,233,9,2.0,1610612747,Los Angeles Lakers,LAL
26975,21900188,284,9,3.0,1610612737,Atlanta Hawks,ATL
27061,21900188,413,9,2.0,1610612747,Los Angeles Lakers,LAL
27105,21900188,469,9,2.0,1610612747,Los Angeles Lakers,LAL
27161,21900188,560,9,3.0,1610612737,Atlanta Hawks,ATL
27178,21900188,587,9,2.0,1610612747,Los Angeles Lakers,LAL
27201,21900188,617,9,3.0,1610612737,Atlanta Hawks,ATL
27279,21900182,37,9,3.0,1610612737,Atlanta Hawks,ATL
27312,21900182,80,9,2.0,1610612746,Los Angeles Clippers,LAC
27422,21900182,247,9,2.0,1610612746,Los Angeles Clippers,LAC
27469,21900182,322,9,3.0,1610612737,Atlanta Hawks,ATL
27581,21900182,500,9,3.0,1610612737,Atlanta Hawks,ATL
27618,21900182,552,9,3.0,1610612737,Atlanta Hawks,ATL
27686,21900182,652,9,3.0,1610612737,Atlanta Hawks,ATL
27730,21900182,716,9,3.0,1610612737,Atlanta Hawks,ATL
27835,21900165,67,9,2.0,1610612756,Phoenix Suns,PHX
27877,21900165,134,9,3.0,1610612737,Atlanta Hawks,ATL
27971,21900165,267,9,3.0,1610612737,Atlanta Hawks,ATL
28094,21900165,453,9,3.0,1610612737,Atlanta Hawks,ATL
28140,21900165,518,9,2.0,1610612756,Phoenix Suns,PHX
28261,21900165,697,9,2.0,1610612756,Phoenix Suns,PHX
28300,21900165,756,9,3.0,1610612737,Atlanta Hawks,ATL
28347,21900150,35,9,3.0,1610612737,Atlanta Hawks,ATL
28417,21900150,136,9,2.0,1610612743,Denver Nuggets,DEN
28421,21900150,141,9,3.0,1610612737,Atlanta Hawks,ATL
28477,21900150,227,9,2.0,1610612743,Denver Nuggets,DEN
28526,21900150,303,9,2.0,1610612743,Denver Nuggets,DEN
28556,21900150,345,9,3.0,1610612737,Atlanta Hawks,ATL
28575,21900150,384,9,3.0,1610612737,Atlanta Hawks,ATL
28598,21900150,414,9,3.0,1610612737,Atlanta Hawks,ATL
28602,21900150,419,9,2.0,1610612743,Denver Nuggets,DEN
28642,21900150,473,9,2.0,1610612743,Denver Nuggets,DEN
28706,21900150,567,9,3.0,1610612737,Atlanta Hawks,ATL
28732,21900150,599,9,2.0,1610612743,Denver Nuggets,DEN
28793,21900150,681,9,2.0,1610612743,Denver Nuggets,DEN
28808,21900150,702,9,3.0,1610612737,Atlanta Hawks,ATL
28860,21900138,41,9,3.0,1610612737,Atlanta Hawks,ATL
28934,21900138,147,9,2.0,1610612757,Portland Trail Blazers,POR
28991,21900138,231,9,3.0,1610612737,Atlanta Hawks,ATL
29027,21900138,281,9,2.0,1610612757,Portland Trail Blazers,POR
29060,21900138,326,9,3.0,1610612737,Atlanta Hawks,ATL
29147,21900138,458,9,2.0,1610612757,Portland Trail Blazers,POR
29172,21900138,492,9,2.0,1610612757,Portland Trail Blazers,POR
29235,21900138,587,9,2.0,1610612757,Portland Trail Blazers,POR
29264,21900138,630,9,3.0,1610612737,Atlanta Hawks,ATL
29281,21900138,654,9,3.0,1610612737,Atlanta Hawks,ATL
29308,21900138,696,9,3.0,1610612737,Atlanta Hawks,ATL
29315,21900138,715,9,2.0,1610612757,Portland Trail Blazers,POR
29321,21900138,714,9,2.0,1610612757,Portland Trail Blazers,POR
29326,21900138,723,9,3.0,1610612737,Atlanta Hawks,ATL
29331,21900138,735,9,2.0,1610612757,Portland Trail Blazers,POR
29350,21900138,770,9,3.0,1610612737,Atlanta Hawks,ATL
29433,21900119,59,9,2.0,1610612737,Atlanta Hawks,ATL
29465,21900119,110,9,3.0,1610612758,Sacramento Kings,SAC
29542,21900119,224,9,2.0,1610612737,Atlanta Hawks,ATL
29573,21900119,267,9,2.0,1610612737,Atlanta Hawks,ATL
29623,21900119,347,9,3.0,1610612758,Sacramento Kings,SAC
29644,21900119,371,9,3.0,1610612758,Sacramento Kings,SAC
29699,21900119,451,9,2.0,1610612737,Atlanta Hawks,ATL
29756,21900119,538,9,3.0,1610612758,Sacramento Kings,SAC
29791,21900119,591,9,2.0,1610612737,Atlanta Hawks,ATL
29846,21900105,41,9,2.0,1610612737,Atlanta Hawks,ATL
29878,21900105,85,9,3.0,1610612741,Chicago Bulls,CHI
29914,21900105,137,9,3.0,1610612741,Chicago Bulls,CHI
29991,21900105,248,9,2.0,1610612737,Atlanta Hawks,ATL
30018,21900105,286,9,2.0,1610612737,Atlanta Hawks,ATL
30094,21900105,402,9,2.0,1610612737,Atlanta Hawks,ATL
30116,21900105,436,9,3.0,1610612741,Chicago Bulls,CHI
30234,21900105,614,9,3.0,1610612741,Chicago Bulls,CHI
30275,21900105,679,9,3.0,1610612741,Chicago Bulls,CHI
30289,21900105,703,9,3.0,1610612741,Chicago Bulls,CHI
30387,21900099,78,9,2.0,1610612737,Atlanta Hawks,ATL
30430,21900099,139,9,3.0,1610612759,San Antonio Spurs,SAS
30503,21900099,248,9,2.0,1610612737,Atlanta Hawks,ATL
30523,21900099,276,9,3.0,1610612759,San Antonio Spurs,SAS
30595,21900099,398,9,2.0,1610612737,Atlanta Hawks,ATL
30605,21900099,413,9,3.0,1610612759,San Antonio Spurs,SAS
30736,21900099,611,9,2.0,1610612737,Atlanta Hawks,ATL
30767,21900099,657,9,3.0,1610612759,San Antonio Spurs,SAS
30777,21900099,673,9,2.0,1610612737,Atlanta Hawks,ATL
30809,21900099,719,9,2.0,1610612737,Atlanta Hawks,ATL
30812,21900099,724,9,3.0,1610612759,San Antonio Spurs,SAS
30870,21900066,72,9,2.0,1610612737,Atlanta Hawks,ATL
30893,21900066,107,9,3.0,1610612748,Miami Heat,MIA
30945,21900066,183,9,2.0,1610612737,Atlanta Hawks,ATL
31012,21900066,273,9,2.0,1610612737,Atlanta Hawks,ATL
31032,21900066,302,9,3.0,1610612748,Miami Heat,MIA
31055,21900066,330,9,3.0,1610612748,Miami Heat,MIA
31101,21900066,408,9,2.0,1610612737,Atlanta Hawks,ATL
31129,21900066,448,9,2.0,1610612737,Atlanta Hawks,ATL
31157,21900066,486,9,3.0,1610612748,Miami Heat,MIA
31212,21900066,565,9,2.0,1610612737,Atlanta Hawks,ATL
31247,21900066,617,9,3.0,1610612748,Miami Heat,MIA
31264,21900066,643,9,3.0,1610612748,Miami Heat,MIA
31336,21900052,69,9,2.0,1610612748,Miami Heat,MIA
31360,21900052,105,9,3.0,1610612737,Atlanta Hawks,ATL
31414,21900052,183,9,3.0,1610612737,Atlanta Hawks,ATL
31459,21900052,247,9,2.0,1610612748,Miami Heat,MIA
31488,21900052,289,9,3.0,1610612737,Atlanta Hawks,ATL
31585,21900052,435,9,2.0,1610612748,Miami Heat,MIA
31623,21900052,495,9,2.0,1610612748,Miami Heat,MIA
31681,21900052,591,9,3.0,1610612737,Atlanta Hawks,ATL
31712,21900052,633,9,3.0,1610612737,Atlanta Hawks,ATL
31722,21900052,648,9,2.0,1610612748,Miami Heat,MIA
31842,21900043,65,9,3.0,1610612755,Philadelphia 76ers,PHI
31885,21900043,123,9,2.0,1610612737,Atlanta Hawks,ATL
31940,21900043,217,9,2.0,1610612737,Atlanta Hawks,ATL
32023,21900043,335,9,3.0,1610612755,Philadelphia 76ers,PHI
32077,21900043,421,9,3.0,1610612755,Philadelphia 76ers,PHI
32095,21900043,450,9,2.0,1610612737,Atlanta Hawks,ATL
32119,21900043,489,9,2.0,1610612737,Atlanta Hawks,ATL
32188,21900043,592,9,3.0,1610612755,Philadelphia 76ers,PHI
32250,21900043,693,9,2.0,1610612737,Atlanta Hawks,ATL
32267,21900043,717,9,3.0,1610612755,Philadelphia 76ers,PHI
32282,21900043,741,9,2.0,1610612737,Atlanta Hawks,ATL
32319,21900043,790,9,2.0,1610612737,Atlanta Hawks,ATL
32326,21900043,800,9,2.0,1610612737,Atlanta Hawks,ATL
32334,21900043,811,9,3.0,1610612755,Philadelphia 76ers,PHI
32390,21900028,73,9,2.0,1610612737,Atlanta Hawks,ATL
32437,21900028,139,9,3.0,1610612753,Orlando Magic,ORL
32468,21900028,192,9,2.0,1610612737,Atlanta Hawks,ATL
32518,21900028,268,9,3.0,1610612753,Orlando Magic,ORL
32596,21900028,389,9,3.0,1610612753,Orlando Magic,ORL
32628,21900028,430,9,2.0,1610612737,Atlanta Hawks,ATL
32714,21900028,557,9,2.0,1610612737,Atlanta Hawks,ATL
32754,21900028,612,9,2.0,1610612737,Atlanta Hawks,ATL
32764,21900028,629,9,3.0,1610612753,Orlando Magic,ORL
32774,21900028,642,9,3.0,1610612753,Orlando Magic,ORL
32808,21900028,683,9,2.0,1610612737,Atlanta Hawks,ATL
32813,21900028,690,9,3.0,1610612753,Orlando Magic,ORL
32828,21900028,713,9,2.0,1610612737,Atlanta Hawks,ATL
32839,21900028,729,9,3.0,1610612753,Orlando Magic,ORL
32874,21900014,42,9,2.0,1610612765,Detroit Pistons,DET
32923,21900014,110,9,3.0,1610612737,Atlanta Hawks,ATL
32975,21900014,187,9,3.0,1610612737,Atlanta Hawks,ATL
33026,21900014,263,9,2.0,1610612765,Detroit Pistons,DET
33102,21900014,373,9,3.0,1610612737,Atlanta Hawks,ATL
33146,21900014,444,9,2.0,1610612765,Detroit Pistons,DET
33209,21900014,544,9,2.0,1610612765,Detroit Pistons,DET
33253,21900014,612,9,2.0,1610612765,Detroit Pistons,DET
33265,21900014,631,9,3.0,1610612737,Atlanta Hawks,ATL
33283,21900014,657,9,2.0,1610612765,Detroit Pistons,DET
33340,21900960,49,9,2.0,1610612754,Indiana Pacers,IND
33382,21900960,106,9,3.0,1610612738,Boston Celtics,BOS
33433,21900960,175,9,2.0,1610612754,Indiana Pacers,IND
33486,21900960,250,9,3.0,1610612738,Boston Celtics,BOS
33543,21900960,336,9,2.0,1610612754,Indiana Pacers,IND
33584,21900960,399,9,2.0,1610612754,Indiana Pacers,IND
33608,21900960,432,9,3.0,1610612738,Boston Celtics,BOS
33670,21900960,523,9,2.0,1610612754,Indiana Pacers,IND
33691,21900960,553,9,3.0,1610612738,Boston Celtics,BOS
33712,21900960,581,9,3.0,1610612738,Boston Celtics,BOS
33742,21900960,620,9,2.0,1610612754,Indiana Pacers,IND
33747,21900960,626,9,3.0,1610612738,Boston Celtics,BOS
33752,21900960,633,9,2.0,1610612754,Indiana Pacers,IND
33792,21900949,49,9,3.0,1610612760,Oklahoma City Thunder,OKC
33836,21900949,112,9,2.0,1610612738,Boston Celtics,BOS
33886,21900949,192,9,3.0,1610612760,Oklahoma City Thunder,OKC
33961,21900949,299,9,3.0,1610612760,Oklahoma City Thunder,OKC
34015,21900949,378,9,2.0,1610612738,Boston Celtics,BOS
34078,21900949,467,9,3.0,1610612760,Oklahoma City Thunder,OKC
34125,21900949,536,9,3.0,1610612760,Oklahoma City Thunder,OKC
34188,21900949,620,9,2.0,1610612738,Boston Celtics,BOS
34206,21900949,647,9,2.0,1610612738,Boston Celtics,BOS
34224,21900949,668,9,2.0,1610612738,Boston Celtics,BOS
34239,21900949,689,9,2.0,1610612738,Boston Celtics,BOS
34274,21900933,47,9,3.0,1610612762,Utah Jazz,UTA
34308,21900933,93,9,2.0,1610612738,Boston Celtics,BOS
34347,21900933,154,9,3.0,1610612762,Utah Jazz,UTA
34363,21900933,177,9,2.0,1610612738,Boston Celtics,BOS
34451,21900933,305,9,3.0,1610612762,Utah Jazz,UTA
34506,21900933,379,9,2.0,1610612738,Boston Celtics,BOS
34536,21900933,423,9,2.0,1610612738,Boston Celtics,BOS
34585,21900933,495,9,2.0,1610612738,Boston Celtics,BOS
34611,21900933,533,9,3.0,1610612762,Utah Jazz,UTA
34677,21900933,625,9,2.0,1610612738,Boston Celtics,BOS
34712,21900917,38,9,2.0,1610612739,Cleveland Cavaliers,CLE
34784,21900917,133,9,3.0,1610612738,Boston Celtics,BOS
34835,21900917,200,9,2.0,1610612739,Cleveland Cavaliers,CLE
34888,21900917,279,9,3.0,1610612738,Boston Celtics,BOS
34934,21900917,340,9,3.0,1610612738,Boston Celtics,BOS
34954,21900917,366,9,2.0,1610612739,Cleveland Cavaliers,CLE
34994,21900917,422,9,2.0,1610612739,Cleveland Cavaliers,CLE
35055,21900917,503,9,3.0,1610612738,Boston Celtics,BOS
35086,21900917,548,9,3.0,1610612738,Boston Celtics,BOS
35087,21900917,550,9,2.0,1610612739,Cleveland Cavaliers,CLE
