,GAME_ID,EVENTNUM,EVENTMSGTYPE,PERSON1TYPE,TIMEOUT_TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION
243383,21900835,502,9,3.0,1610612758,Sacramento Kings,SAC
243451,21900835,607,9,3.0,1610612758,Sacramento Kings,SAC
243505,21900835,680,9,2.0,1610612746,Los Angeles Clippers,LAC
243506,21900835,681,9,3.0,1610612758,Sacramento Kings,SAC
243523,21900835,702,9,2.0,1610612746,Los Angeles Clippers,LAC
243526,21900835,706,9,2.0,1610612746,Los Angeles Clippers,LAC
243590,21900802,74,9,3.0,1610612746,Los Angeles Clippers,LAC
243612,21900802,104,9,2.0,1610612755,Philadelphia 76ers,PHI
243676,21900802,198,9,2.0,1610612755,Philadelphia 76ers,PHI
243702,21900802,234,9,3.0,1610612746,Los Angeles Clippers,LAC
243773,21900802,343,9,3.0,1610612746,Los Angeles Clippers,LAC
243805,21900802,395,9,2.0,1610612755,Philadelphia 76ers,PHI
243885,21900802,507,9,2.0,1610612755,Philadelphia 76ers,PHI
243910,21900802,550,9,3.0,1610612746,Los Angeles Clippers,LAC
243929,21900802,575,9,3.0,1610612746,Los Angeles Clippers,LAC
243941,21900802,593,9,2.0,1610612755,Philadelphia 76ers,PHI
243954,21900802,611,9,3.0,1610612746,Los Angeles Clippers,LAC
243976,21900802,641,9,3.0,1610612746,Los Angeles Clippers,LAC
244039,21900782,63,9,2.0,1610612750,Minnesota Timberwolves,MIN
244060,21900782,95,9,3.0,1610612746,Los Angeles Clippers,LAC
244134,21900782,195,9,2.0,1610612750,Minnesota Timberwolves,MIN
244198,21900782,286,9,3.0,1610612746,Los Angeles Clippers,LAC
244264,21900782,392,9,3.0,1610612746,Los Angeles Clippers,LAC
244273,21900782,407,9,2.0,1610612750,Minnesota Timberwolves,MIN
244318,21900782,470,9,2.0,1610612750,Minnesota Timberwolves,MIN
244361,21900782,539,9,3.0,1610612746,Los Angeles Clippers,LAC
244389,21900782,580,9,2.0,1610612750,Minnesota Timberwolves,MIN
244497,21900763,66,9,2.0,1610612746,Los Angeles Clippers,LAC
244507,21900763,77,9,3.0,1610612748,Miami Heat,MIA
244602,21900763,208,9,2.0,1610612746,Los Angeles Clippers,LAC
244636,21900763,254,9,3.0,1610612748,Miami Heat,MIA
244736,21900763,404,9,3.0,1610612748,Miami Heat,MIA
244769,21900763,452,9,3.0,1610612748,Miami Heat,MIA
244830,21900763,539,9,2.0,1610612746,Los Angeles Clippers,LAC
244839,21900763,551,9,3.0,1610612748,Miami Heat,MIA
244863,21900763,589,9,2.0,1610612746,Los Angeles Clippers,LAC
244884,21900763,619,9,3.0,1610612748,Miami Heat,MIA
244888,21900763,625,9,3.0,1610612748,Miami Heat,MIA
244960,21900750,69,9,2.0,1610612746,Los Angeles Clippers,LAC
244993,21900750,120,9,3.0,1610612759,San Antonio Spurs,SAS
245040,21900750,184,9,2.0,1610612746,Los Angeles Clippers,LAC
245051,21900750,198,9,3.0,1610612759,San Antonio Spurs,SAS
245138,21900750,323,9,3.0,1610612759,San Antonio Spurs,SAS
245189,21900750,400,9,2.0,1610612746,Los Angeles Clippers,LAC
245298,21900750,541,9,3.0,1610612759,San Antonio Spurs,SAS
245316,21900750,571,9,2.0,1610612746,Los Angeles Clippers,LAC
245333,21900750,594,9,2.0,1610612746,Los Angeles Clippers,LAC
245353,21900750,623,9,3.0,1610612759,San Antonio Spurs,SAS
245356,21900750,628,9,3.0,1610612759,San Antonio Spurs,SAS
245360,21900750,635,9,2.0,1610612746,Los Angeles Clippers,LAC
245421,21900727,67,9,3.0,1610612750,Minnesota Timberwolves,MIN
245463,21900727,126,9,2.0,1610612746,Los Angeles Clippers,LAC
245513,21900727,200,9,3.0,1610612750,Minnesota Timberwolves,MIN
245543,21900727,242,9,3.0,1610612750,Minnesota Timberwolves,MIN
245577,21900727,296,9,2.0,1610612746,Los Angeles Clippers,LAC
245655,21900727,417,9,2.0,1610612746,Los Angeles Clippers,LAC
245680,21900727,451,9,2.0,1610612746,Los Angeles Clippers,LAC
245694,21900727,474,9,3.0,1610612750,Minnesota Timberwolves,MIN
245782,21900727,604,9,3.0,1610612750,Minnesota Timberwolves,MIN
245840,21900727,688,9,3.0,1610612750,Minnesota Timberwolves,MIN
245847,21900727,696,9,3.0,1610612750,Minnesota Timberwolves,MIN
245917,21900719,64,9,2.0,1610612746,Los Angeles Clippers,LAC
245958,21900719,120,9,3.0,1610612758,Sacramento Kings,SAC
246028,21900719,231,9,2.0,1610612746,Los Angeles Clippers,LAC
246072,21900719,293,9,3.0,1610612758,Sacramento Kings,SAC
246137,21900719,393,9,3.0,1610612758,Sacramento Kings,SAC
246160,21900719,423,9,2.0,1610612746,Los Angeles Clippers,LAC
246256,21900719,567,9,2.0,1610612746,Los Angeles Clippers,LAC
246272,21900719,590,9,2.0,1610612746,Los Angeles Clippers,LAC
246407,21900689,77,9,2.0,1610612753,Orlando Magic,ORL
246448,21900689,135,9,3.0,1610612746,Los Angeles Clippers,LAC
246496,21900689,203,9,3.0,1610612746,Los Angeles Clippers,LAC
246519,21900689,238,9,2.0,1610612753,Orlando Magic,ORL
246537,21900689,267,9,3.0,1610612746,Los Angeles Clippers,LAC
246626,21900689,400,9,2.0,1610612753,Orlando Magic,ORL
246629,21900689,407,9,2.0,1610612753,Orlando Magic,ORL
246684,21900689,483,9,2.0,1610612753,Orlando Magic,ORL
246766,21900689,596,9,3.0,1610612746,Los Angeles Clippers,LAC
246779,21900689,614,9,2.0,1610612753,Orlando Magic,ORL
246802,21900689,646,9,3.0,1610612746,Los Angeles Clippers,LAC
246897,21900673,47,9,3.0,1610612746,Los Angeles Clippers,LAC
246919,21900673,82,9,3.0,1610612746,Los Angeles Clippers,LAC
246954,21900673,130,9,2.0,1610612748,Miami Heat,MIA
247016,21900673,216,9,2.0,1610612748,Miami Heat,MIA
247058,21900673,275,9,2.0,1610612748,Miami Heat,MIA
247157,21900673,427,9,2.0,1610612748,Miami Heat,MIA
247195,21900673,482,9,3.0,1610612746,Los Angeles Clippers,LAC
247260,21900673,573,9,2.0,1610612748,Miami Heat,MIA
247284,21900673,608,9,2.0,1610612748,Miami Heat,MIA
247296,21900673,625,9,3.0,1610612746,Los Angeles Clippers,LAC
247311,21900673,672,9,3.0,1610612746,Los Angeles Clippers,LAC
247332,21900673,671,9,3.0,1610612746,Los Angeles Clippers,LAC
247342,21900673,686,9,2.0,1610612748,Miami Heat,MIA
247377,21900618,49,9,2.0,1610612746,Los Angeles Clippers,LAC
247407,21900618,93,9,2.0,1610612746,Los Angeles Clippers,LAC
247468,21900618,179,9,3.0,1610612753,Orlando Magic,ORL
247525,21900618,264,9,2.0,1610612746,Los Angeles Clippers,LAC
247581,21900618,347,9,3.0,1610612753,Orlando Magic,ORL
247615,21900618,389,9,2.0,1610612746,Los Angeles Clippers,LAC
247677,21900618,480,9,3.0,1610612753,Orlando Magic,ORL
247714,21900618,529,9,3.0,1610612753,Orlando Magic,ORL
247756,21900618,588,9,3.0,1610612753,Orlando Magic,ORL
247854,21900534,55,9,2.0,1610612746,Los Angeles Clippers,LAC
247896,21900534,115,9,3.0,1610612752,New York Knicks,NYK
247937,21900534,173,9,3.0,1610612752,New York Knicks,NYK
247982,21900534,237,9,3.0,1610612752,New York Knicks,NYK
248011,21900534,277,9,3.0,1610612752,New York Knicks,NYK
248031,21900534,305,9,2.0,1610612746,Los Angeles Clippers,LAC
248096,21900534,401,9,3.0,1610612752,New York Knicks,NYK
248124,21900534,439,9,2.0,1610612746,Los Angeles Clippers,LAC
248228,21900534,584,9,3.0,1610612752,New York Knicks,NYK
248236,21900534,596,9,2.0,1610612746,Los Angeles Clippers,LAC
248299,21900534,682,9,3.0,1610612752,New York Knicks,NYK
248302,21900534,686,9,2.0,1610612746,Los Angeles Clippers,LAC
248360,21900523,67,9,3.0,1610612763,Memphis Grizzlies,MEM
248397,21900523,121,9,2.0,1610612746,Los Angeles Clippers,LAC
248460,21900523,212,9,3.0,1610612763,Memphis Grizzlies,MEM
248496,21900523,262,9,3.0,1610612763,Memphis Grizzlies,MEM
248608,21900523,423,9,2.0,1610612746,Los Angeles Clippers,LAC
248663,21900523,499,9,3.0,1610612763,Memphis Grizzlies,MEM
248727,21900523,596,9,3.0,1610612763,Memphis Grizzlies,MEM
248750,21900523,628,9,2.0,1610612746,Los Angeles Clippers,LAC
248849,21900516,63,9,2.0,1610612746,Los Angeles Clippers,LAC
248899,21900516,136,9,3.0,1610612765,Detroit Pistons,DET
248965,21900516,233,9,3.0,1610612765,Detroit Pistons,DET
249006,21900516,291,9,3.0,1610612765,Detroit Pistons,DET
249048,21900516,352,9,2.0,1610612746,Los Angeles Clippers,LAC
249072,21900516,398,9,3.0,1610612765,Detroit Pistons,DET
249107,21900516,450,9,2.0,1610612746,Los Angeles Clippers,LAC
249144,21900516,501,9,3.0,1610612765,Detroit Pistons,DET
249222,21900516,611,9,2.0,1610612746,Los Angeles Clippers,LAC
249252,21900516,648,9,2.0,1610612746,Los Angeles Clippers,LAC
249340,21900499,69,9,2.0,1610612758,Sacramento Kings,SAC
249391,21900499,141,9,3.0,1610612746,Los Angeles Clippers,LAC
249424,21900499,189,9,2.0,1610612758,Sacramento Kings,SAC
249475,21900499,257,9,3.0,1610612746,Los Angeles Clippers,LAC
249565,21900499,396,9,2.0,1610612758,Sacramento Kings,SAC
249583,21900499,424,9,3.0,1610612746,Los Angeles Clippers,LAC
249662,21900499,530,9,3.0,1610612746,Los Angeles Clippers,LAC
249677,21900499,547,9,2.0,1610612758,Sacramento Kings,SAC
249695,21900499,573,9,2.0,1610612758,Sacramento Kings,SAC
249720,21900499,622,9,2.0,1610612758,Sacramento Kings,SAC
249805,21900485,70,9,2.0,1610612746,Los Angeles Clippers,LAC
249848,21900485,124,9,3.0,1610612762,Utah Jazz,UTA
249914,21900485,215,9,3.0,1610612762,Utah Jazz,UTA
249964,21900485,288,9,2.0,1610612746,Los Angeles Clippers,LAC
250004,21900485,348,9,2.0,1610612746,Los Angeles Clippers,LAC
250051,21900485,418,9,3.0,1610612762,Utah Jazz,UTA
250107,21900485,506,9,2.0,1610612746,Los Angeles Clippers,LAC
250153,21900485,572,9,3.0,1610612762,Utah Jazz,UTA
250157,21900485,577,9,3.0,1610612762,Utah Jazz,UTA
250171,21900485,597,9,2.0,1610612746,Los Angeles Clippers,LAC
250198,21900485,630,9,2.0,1610612746,Los Angeles Clippers,LAC
250262,21900458,61,9,2.0,1610612747,Los Angeles Lakers,LAL
250295,21900458,104,9,3.0,1610612746,Los Angeles Clippers,LAC
250384,21900458,240,9,2.0,1610612747,Los Angeles Lakers,LAL
250429,21900458,305,9,3.0,1610612746,Los Angeles Clippers,LAC
250514,21900458,437,9,2.0,1610612747,Los Angeles Lakers,LAL
250531,21900458,456,9,3.0,1610612746,Los Angeles Clippers,LAC
250623,21900458,590,9,3.0,1610612746,Los Angeles Clippers,LAC
250639,21900458,615,9,3.0,1610612746,Los Angeles Clippers,LAC
250649,21900458,630,9,2.0,1610612747,Los Angeles Lakers,LAL
250652,21900458,633,9,2.0,1610612747,Los Angeles Lakers,LAL
250697,21900458,690,9,3.0,1610612746,Los Angeles Clippers,LAC
250705,21900458,703,9,3.0,1610612746,Los Angeles Clippers,LAC
250710,21900458,710,9,2.0,1610612747,Los Angeles Lakers,LAL
250761,21900442,66,9,2.0,1610612760,Oklahoma City Thunder,OKC
250780,21900442,90,9,3.0,1610612746,Los Angeles Clippers,LAC
250870,21900442,216,9,2.0,1610612760,Oklahoma City Thunder,OKC
250900,21900442,259,9,2.0,1610612760,Oklahoma City Thunder,OKC
250920,21900442,288,9,3.0,1610612746,Los Angeles Clippers,LAC
250970,21900442,359,9,3.0,1610612746,Los Angeles Clippers,LAC
251012,21900442,421,9,3.0,1610612746,Los Angeles Clippers,LAC
251047,21900442,467,9,2.0,1610612760,Oklahoma City Thunder,OKC
251127,21900442,578,9,2.0,1610612760,Oklahoma City Thunder,OKC
251145,21900442,611,9,2.0,1610612760,Oklahoma City Thunder,OKC
251162,21900442,637,9,3.0,1610612746,Los Angeles Clippers,LAC
251172,21900442,653,9,3.0,1610612746,Los Angeles Clippers,LAC
251182,21900442,668,9,3.0,1610612746,Los Angeles Clippers,LAC
251232,21900436,46,9,3.0,1610612746,Los Angeles Clippers,LAC
251264,21900436,96,9,2.0,1610612759,San Antonio Spurs,SAS
251300,21900436,187,9,2.0,1610612759,San Antonio Spurs,SAS
251329,21900436,186,9,2.0,1610612759,San Antonio Spurs,SAS
251352,21900436,221,9,2.0,1610612759,San Antonio Spurs,SAS
251441,21900436,349,9,3.0,1610612746,Los Angeles Clippers,LAC
251454,21900436,371,9,2.0,1610612759,San Antonio Spurs,SAS
251499,21900436,439,9,2.0,1610612759,San Antonio Spurs,SAS
251576,21900436,546,9,3.0,1610612746,Los Angeles Clippers,LAC
251636,21900436,634,9,2.0,1610612759,San Antonio Spurs,SAS
251690,21900406,48,9,3.0,1610612756,Phoenix Suns,PHX
251728,21900406,102,9,2.0,1610612746,Los Angeles Clippers,LAC
251813,21900406,225,9,2.0,1610612746,Los Angeles Clippers,LAC
251862,21900406,295,9,3.0,1610612756,Phoenix Suns,PHX
251949,21900406,425,9,3.0,1610612756,Phoenix Suns,PHX
251997,21900406,493,9,2.0,1610612746,Los Angeles Clippers,LAC
252057,21900406,578,9,2.0,1610612746,Los Angeles Clippers,LAC
252099,21900406,645,9,3.0,1610612756,Phoenix Suns,PHX
252170,21900377,54,9,2.0,1610612750,Minnesota Timberwolves,MIN
252195,21900377,88,9,3.0,1610612746,Los Angeles Clippers,LAC
252279,21900377,203,9,2.0,1610612750,Minnesota Timberwolves,MIN
252298,21900377,231,9,3.0,1610612746,Los Angeles Clippers,LAC
252392,21900377,369,9,2.0,1610612750,Minnesota Timberwolves,MIN
252477,21900377,485,9,3.0,1610612746,Los Angeles Clippers,LAC
252537,21900377,567,9,3.0,1610612746,Los Angeles Clippers,LAC
252578,21900377,626,9,3.0,1610612746,Los Angeles Clippers,LAC
252585,21900377,634,9,2.0,1610612750,Minnesota Timberwolves,MIN
252594,21900377,646,9,2.0,1610612750,Minnesota Timberwolves,MIN
252602,21900377,656,9,3.0,1610612746,Los Angeles Clippers,LAC
252609,21900377,664,9,2.0,1610612750,Minnesota Timberwolves,MIN
252637,21900377,706,9,2.0,1610612750,Minnesota Timberwolves,MIN
252682,21900359,62,9,2.0,1610612761,Toronto Raptors,TOR
252707,21900359,94,9,2.0,1610612761,Toronto Raptors,TOR
252799,21900359,234,9,2.0,1610612761,Toronto Raptors,TOR
252840,21900359,295,9,2.0,1610612761,Toronto Raptors,TOR
252882,21900359,352,9,3.0,1610612746,Los Angeles Clippers,LAC
252932,21900359,432,9,3.0,1610612746,Los Angeles Clippers,LAC
252974,21900359,491,9,3.0,1610612746,Los Angeles Clippers,LAC
253051,21900359,603,9,3.0,1610612746,Los Angeles Clippers,LAC
253103,21900359,682,9,2.0,1610612761,Toronto Raptors,TOR
253177,21900343,55,9,3.0,1610612746,Los Angeles Clippers,LAC
253221,21900343,109,9,2.0,1610612754,Indiana Pacers,IND
253318,21900343,237,9,2.0,1610612754,Indiana Pacers,IND
253364,21900343,297,9,3.0,1610612746,Los Angeles Clippers,LAC
253435,21900343,402,9,2.0,1610612754,Indiana Pacers,IND
253470,21900343,449,9,3.0,1610612746,Los Angeles Clippers,LAC
253498,21900343,493,9,2.0,1610612754,Indiana Pacers,IND
253548,21900343,562,9,2.0,1610612754,Indiana Pacers,IND
253593,21900343,616,9,3.0,1610612746,Los Angeles Clippers,LAC
253622,21900343,659,9,3.0,1610612746,Los Angeles Clippers,LAC
253637,21900343,678,9,2.0,1610612754,Indiana Pacers,IND
253644,21900343,687,9,3.0,1610612746,Los Angeles Clippers,LAC
253648,21900343,694,9,3.0,1610612746,Los Angeles Clippers,LAC
253680,21900339,40,9,2.0,1610612764,Washington Wizards,WAS
253721,21900339,97,9,2.0,1610612764,Washington Wizards,WAS
253808,21900339,225,9,3.0,1610612746,Los Angeles Clippers,LAC
253838,21900339,273,9,2.0,1610612764,Washington Wizards,WAS
253888,21900339,340,9,3.0,1610612746,Los Angeles Clippers,LAC
253929,21900339,401,9,2.0,1610612764,Washington Wizards,WAS
253981,21900339,470,9,3.0,1610612746,Los Angeles Clippers,LAC
254088,21900339,621,9,3.0,1610612746,Los Angeles Clippers,LAC
254110,21900339,650,9,2.0,1610612764,Washington Wizards,WAS
254131,21900339,678,9,2.0,1610612764,Washington Wizards,WAS
254136,21900339,685,9,2.0,1610612764,Washington Wizards,WAS
254202,21900327,53,9,2.0,1610612749,Milwaukee Bucks,MIL
254241,21900327,109,9,3.0,1610612746,Los Angeles Clippers,LAC
254298,21900327,187,9,2.0,1610612749,Milwaukee Bucks,MIL
254339,21900327,246,9,3.0,1610612746,Los Angeles Clippers,LAC
254445,21900327,405,9,3.0,1610612746,Los Angeles Clippers,LAC
254500,21900327,487,9,3.0,1610612746,Los Angeles Clippers,LAC
254529,21900327,531,9,2.0,1610612749,Milwaukee Bucks,MIL
254601,21900327,640,9,2.0,1610612749,Milwaukee Bucks,MIL
254624,21900327,674,9,3.0,1610612746,Los Angeles Clippers,LAC
254704,21900305,58,9,2.0,1610612746,Los Angeles Clippers,LAC
254750,21900305,119,9,3.0,1610612757,Portland Trail Blazers,POR
254809,21900305,194,9,2.0,1610612746,Los Angeles Clippers,LAC
254845,21900305,246,9,3.0,1610612757,Portland Trail Blazers,POR
254893,21900305,311,9,3.0,1610612757,Portland Trail Blazers,POR
254929,21900305,364,9,2.0,1610612746,Los Angeles Clippers,LAC
255052,21900305,532,9,3.0,1610612757,Portland Trail Blazers,POR
255069,21900305,557,9,3.0,1610612757,Portland Trail Blazers,POR
255193,21900292,76,9,2.0,1610612746,Los Angeles Clippers,LAC
255223,21900292,117,9,3.0,1610612764,Washington Wizards,WAS
255285,21900292,205,9,3.0,1610612764,Washington Wizards,WAS
255358,21900292,308,9,3.0,1610612764,Washington Wizards,WAS
255393,21900292,355,9,3.0,1610612764,Washington Wizards,WAS
255462,21900292,450,9,2.0,1610612746,Los Angeles Clippers,LAC
255499,21900292,498,9,2.0,1610612746,Los Angeles Clippers,LAC
255569,21900292,601,9,3.0,1610612764,Washington Wizards,WAS
255593,21900292,634,9,3.0,1610612764,Washington Wizards,WAS
255683,21900276,29,9,2.0,1610612759,San Antonio Spurs,SAS
255715,21900276,73,9,3.0,1610612746,Los Angeles Clippers,LAC
255775,21900276,161,9,3.0,1610612746,Los Angeles Clippers,LAC
255802,21900276,202,9,2.0,1610612759,San Antonio Spurs,SAS
255859,21900276,286,9,2.0,1610612759,San Antonio Spurs,SAS
255929,21900276,390,9,2.0,1610612759,San Antonio Spurs,SAS
255956,21900276,427,9,3.0,1610612746,Los Angeles Clippers,LAC
256024,21900276,519,9,3.0,1610612746,Los Angeles Clippers,LAC
256051,21900276,557,9,2.0,1610612759,San Antonio Spurs,SAS
256074,21900276,595,9,3.0,1610612746,Los Angeles Clippers,LAC
256103,21900276,636,9,2.0,1610612759,San Antonio Spurs,SAS
256137,21900260,32,9,3.0,1610612746,Los Angeles Clippers,LAC
256160,21900260,62,9,2.0,1610612763,Memphis Grizzlies,MEM
256284,21900260,242,9,2.0,1610612763,Memphis Grizzlies,MEM
256344,21900260,325,9,3.0,1610612746,Los Angeles Clippers,LAC
256415,21900260,429,9,3.0,1610612746,Los Angeles Clippers,LAC
256423,21900260,440,9,2.0,1610612763,Memphis Grizzlies,MEM
256429,21900260,449,9,3.0,1610612746,Los Angeles Clippers,LAC
256542,21900260,615,9,3.0,1610612746,Los Angeles Clippers,LAC
256549,21900260,627,9,2.0,1610612763,Memphis Grizzlies,MEM
256572,21900260,657,9,2.0,1610612763,Memphis Grizzlies,MEM
256619,21900260,722,9,3.0,1610612746,Los Angeles Clippers,LAC
256625,21900260,728,9,2.0,1610612763,Memphis Grizzlies,MEM
256630,21900260,737,9,2.0,1610612763,Memphis Grizzlies,MEM
256677,21900197,59,9,2.0,1610612746,Los Angeles Clippers,LAC
256708,21900197,104,9,3.0,1610612760,Oklahoma City Thunder,OKC
256762,21900197,181,9,3.0,1610612760,Oklahoma City Thunder,OKC
256823,21900197,270,9,2.0,1610612746,Los Angeles Clippers,LAC
256915,21900197,407,9,2.0,1610612746,Los Angeles Clippers,LAC
256933,21900197,434,9,3.0,1610612760,Oklahoma City Thunder,OKC
256970,21900197,501,9,3.0,1610612760,Oklahoma City Thunder,OKC
257028,21900197,571,9,2.0,1610612746,Los Angeles Clippers,LAC
257049,21900197,605,9,3.0,1610612760,Oklahoma City Thunder,OKC
257055,21900197,614,9,2.0,1610612746,Los Angeles Clippers,LAC
257087,21900197,659,9,2.0,1610612746,Los Angeles Clippers,LAC
257091,21900197,666,9,3.0,1610612760,Oklahoma City Thunder,OKC
257096,21900197,675,9,2.0,1610612746,Los Angeles Clippers,LAC
257117,21900145,19,9,3.0,1610612761,Toronto Raptors,TOR
257141,21900145,53,9,2.0,1610612746,Los Angeles Clippers,LAC
257269,21900145,238,9,2.0,1610612746,Los Angeles Clippers,LAC
257304,21900145,284,9,3.0,1610612761,Toronto Raptors,TOR
257389,21900145,403,9,2.0,1610612746,Los Angeles Clippers,LAC
257424,21900145,448,9,3.0,1610612761,Toronto Raptors,TOR
257494,21900145,550,9,3.0,1610612761,Toronto Raptors,TOR
257531,21900145,597,9,2.0,1610612746,Los Angeles Clippers,LAC
257554,21900145,626,9,3.0,1610612761,Toronto Raptors,TOR
257570,21900145,645,9,3.0,1610612761,Toronto Raptors,TOR
257649,21900115,68,9,3.0,1610612757,Portland Trail Blazers,POR
257673,21900115,109,9,2.0,1610612746,Los Angeles Clippers,LAC
257743,21900115,210,9,3.0,1610612757,Portland Trail Blazers,POR
257765,21900115,236,9,2.0,1610612746,Los Angeles Clippers,LAC
257920,21900115,449,9,2.0,1610612746,Los Angeles Clippers,LAC
257942,21900115,478,9,3.0,1610612757,Portland Trail Blazers,POR
258012,21900115,576,9,2.0,1610612746,Los Angeles Clippers,LAC
258034,21900115,607,9,3.0,1610612757,Portland Trail Blazers,POR
258053,21900115,631,9,3.0,1610612757,Portland Trail Blazers,POR
258077,21900115,665,9,3.0,1610612757,Portland Trail Blazers,POR
258084,21900115,676,9,2.0,1610612746,Los Angeles Clippers,LAC
258100,21900115,702,9,3.0,1610612757,Portland Trail Blazers,POR
258125,21900111,31,9,2.0,1610612746,Los Angeles Clippers,LAC
258160,21900111,78,9,3.0,1610612749,Milwaukee Bucks,MIL
258266,21900111,222,9,2.0,1610612746,Los Angeles Clippers,LAC
258326,21900111,306,9,3.0,1610612749,Milwaukee Bucks,MIL
258416,21900111,434,9,3.0,1610612749,Milwaukee Bucks,MIL
258440,21900111,467,9,2.0,1610612746,Los Angeles Clippers,LAC
258564,21900111,640,9,2.0,1610612746,Los Angeles Clippers,LAC
258576,21900111,656,9,2.0,1610612746,Los Angeles Clippers,LAC
258596,21900111,678,9,2.0,1610612746,Los Angeles Clippers,LAC
258611,21900111,698,9,3.0,1610612749,Milwaukee Bucks,MIL
258618,21900111,708,9,3.0,1610612749,Milwaukee Bucks,MIL
258632,21900111,726,9,3.0,1610612749,Milwaukee Bucks,MIL
258643,21900111,739,9,2.0,1610612746,Los Angeles Clippers,LAC
258645,21900111,742,9,3.0,1610612749,Milwaukee Bucks,MIL
258703,21900090,45,9,2.0,1610612746,Los Angeles Clippers,LAC
258757,21900090,116,9,3.0,1610612762,Utah Jazz,UTA
258857,21900090,258,9,3.0,1610612762,Utah Jazz,UTA
258879,21900090,297,9,2.0,1610612746,Los Angeles Clippers,LAC
258954,21900090,406,9,2.0,1610612746,Los Angeles Clippers,LAC
258985,21900090,451,9,2.0,1610612746,Los Angeles Clippers,LAC
259025,21900090,507,9,3.0,1610612762,Utah Jazz,UTA
259078,21900090,578,9,3.0,1610612762,Utah Jazz,UTA
259120,21900090,637,9,2.0,1610612746,Los Angeles Clippers,LAC
259160,21900090,694,9,3.0,1610612762,Utah Jazz,UTA
259221,21900068,63,9,2.0,1610612746,Los Angeles Clippers,LAC
259262,21900068,120,9,2.0,1610612746,Los Angeles Clippers,LAC
259303,21900068,172,9,3.0,1610612759,San Antonio Spurs,SAS
259348,21900068,233,9,3.0,1610612759,San Antonio Spurs,SAS
259434,21900068,354,9,3.0,1610612759,San Antonio Spurs,SAS
259471,21900068,406,9,2.0,1610612746,Los Angeles Clippers,LAC
259572,21900068,555,9,3.0,1610612759,San Antonio Spurs,SAS
259593,21900068,584,9,2.0,1610612746,Los Angeles Clippers,LAC
259632,21900068,639,9,2.0,1610612746,Los Angeles Clippers,LAC
259705,21900063,48,9,2.0,1610612762,Utah Jazz,UTA
259737,21900063,98,9,3.0,1610612746,Los Angeles Clippers,LAC
259782,21900063,168,9,3.0,1610612746,Los Angeles Clippers,LAC
259863,21900063,283,9,2.0,1610612762,Utah Jazz,UTA
259912,21900063,354,9,3.0,1610612746,Los Angeles Clippers,LAC
259941,21900063,398,9,3.0,1610612746,Los Angeles Clippers,LAC
260000,21900063,487,9,3.0,1610612746,Los Angeles Clippers,LAC
260024,21900063,523,9,3.0,1610612746,Los Angeles Clippers,LAC
260048,21900063,557,9,2.0,1610612762,Utah Jazz,UTA
260062,21900063,577,9,3.0,1610612746,Los Angeles Clippers,LAC
260072,21900063,589,9,2.0,1610612762,Utah Jazz,UTA
260133,21900051,47,9,3.0,1610612766,Charlotte Hornets,CHA
260154,21900051,77,9,2.0,1610612746,Los Angeles Clippers,LAC
260234,21900051,199,9,3.0,1610612766,Charlotte Hornets,CHA
260304,21900051,293,9,3.0,1610612766,Charlotte Hornets,CHA
260323,21900051,321,9,2.0,1610612746,Los Angeles Clippers,LAC
260378,21900051,406,9,2.0,1610612746,Los Angeles Clippers,LAC
260424,21900051,476,9,3.0,1610612766,Charlotte Hornets,CHA
260486,21900051,567,9,3.0,1610612766,Charlotte Hornets,CHA
260507,21900051,595,9,2.0,1610612746,Los Angeles Clippers,LAC
260521,21900051,616,9,2.0,1610612746,Los Angeles Clippers,LAC
260540,21900051,640,9,3.0,1610612766,Charlotte Hornets,CHA
260614,21900035,69,9,2.0,1610612756,Phoenix Suns,PHX
260650,21900035,126,9,3.0,1610612746,Los Angeles Clippers,LAC
260677,21900035,161,9,2.0,1610612756,Phoenix Suns,PHX
260754,21900035,275,9,2.0,1610612756,Phoenix Suns,PHX
260774,21900035,300,9,3.0,1610612746,Los Angeles Clippers,LAC
260860,21900035,429,9,2.0,1610612756,Phoenix Suns,PHX
260882,21900035,457,9,3.0,1610612746,Los Angeles Clippers,LAC
260896,21900035,478,9,2.0,1610612756,Phoenix Suns,PHX
260922,21900035,516,9,3.0,1610612746,Los Angeles Clippers,LAC
261008,21900035,644,9,3.0,1610612746,Los Angeles Clippers,LAC
261063,21900035,717,9,2.0,1610612756,Phoenix Suns,PHX
261075,21900035,733,9,3.0,1610612746,Los Angeles Clippers,LAC
261085,21900035,750,9,3.0,1610612746,Los Angeles Clippers,LAC
261146,21900002,63,9,2.0,1610612746,Los Angeles Clippers,LAC
261170,21900002,106,9,3.0,1610612747,Los Angeles Lakers,LAL
261250,21900002,220,9,2.0,1610612746,Los Angeles Clippers,LAC
261269,21900002,251,9,3.0,1610612747,Los Angeles Lakers,LAL
261357,21900002,382,9,3.0,1610612747,Los Angeles Lakers,LAL
261384,21900002,418,9,2.0,1610612746,Los Angeles Clippers,LAC
261470,21900002,543,9,3.0,1610612747,Los Angeles Lakers,LAL
261479,21900002,553,9,2.0,1610612746,Los Angeles Clippers,LAC
261494,21900002,573,9,3.0,1610612747,Los Angeles Lakers,LAL
261522,21900002,615,9,2.0,1610612746,Los Angeles Clippers,LAC
